工事名,開札日時,入札方式,参加数,決定金額,予定価格,最低制限価格,契約相手,工事種別,制限率
垂水中学校大規模改修工事,2023/7/5,事後審査型制限付一般競争入札,13,145740000,154600000,144066800,（株）隆建,建築一般,0.932
防犯カメラ設置工事（その３）,2023/11/1,事後審査型制限付一般競争入札,9,192800000,193100000,179915700,コガセ工業（株）,電気一般,0.932
垂水処理場　東４号送風機設備工事,2022/8/3,事後審査型制限付一般競争入札,2,316800000,317823000,296100400,川崎重工業（株）,機械器具その他,0.932
向洋南駐車場とりこわし及び敷地整備工事,2025/2/5,事後審査型制限付一般競争入札,61,674150000,740200000,690391400,（株）上田トランシットコンストラクション,解体,0.933
西部処理場北系水処理施設築造工事（建築機械設備）,2023/4/21,事後審査型制限付一般競争入札,4,212700000,227800000,212556000,（株）新和商会,管一般,0.933
湊川中学校・楠高等学校大規模改修工事,2023/7/7,事後審査型制限付一般競争入札,12,198080000,207600000,193665300,（株）須貝工務店,建築一般,0.933
（仮称）神戸市歴史公文書館新築他工事,2023/11/1,事後審査型制限付一般競争入札,6,763000000,825200000,769927500,寄神建設（株）,建築一般,0.933
南落合住宅１８６号棟外壁改修他工事,2023/12/6,事後審査型制限付一般競争入札,22,131197000,139600000,130266700,（株）トーホー・コンストラクション,建築一般,0.933
淡河排水管理施設ろ過設備新設機械工事,2024/3/1,事後審査型制限付一般競争入札,1,156000000,162389000,151538300,日立造船（株）,機械器具その他,0.933
ものづくり工場引込設備更新工事,2022/8/3,事後審査型制限付一般競争入札,21,20700000,20720000,19336900,（有）北村電気工業,電気一般,0.933
横尾住宅１３・１４号棟外壁改修他工事,2022/11/9,事後審査型制限付一般競争入札,28,167200000,178000000,166142900,（株）電協建装,建築一般,0.933
磯上住宅外壁改修他工事,2022/12/7,事後審査型制限付一般競争入札,19,117555000,124800000,116473400,山陽建材工事（株）,建築一般,0.933
重池北住宅とりこわし及び敷地整備工事,2023/2/1,事後審査型制限付一般競争入札,25,170857000,183100000,170802300,（株）日栄テック,解体,0.933
楠住宅５号棟外壁改修他工事,2023/2/3,事後審査型制限付一般競争入札,12,125682000,134500000,125499000,柳原建設（株）,建築一般,0.933
夢野住宅３－８号棟外壁改修他工事,2023/2/8,事後審査型制限付一般競争入札,20,148350000,156500000,145960600,（株）クニ工務店,建築一般,0.933
日吉第二住宅外壁改修他工事,2023/3/3,事後審査型制限付一般競争入札,25,137956320,147800000,137949300,（株）隆建,建築一般,0.933
西部処理場　２系２号最初沈殿池汚泥かき寄せ機機械設備他工事,2025/1/29,事後審査型制限付一般競争入札,1,136900000,145651000,136023200,（株）神鋼環境ソリューション,機械器具その他,0.934
神戸ファッションマート屋上防水改修他工事,2023/3/1,事後審査型制限付一般競争入札,30,192970000,206600000,192951200,（株）神栄工業,防水,0.934
西部処理場　１・２号消化汚泥引抜弁取替工事,2024/6/5,事後審査型制限付一般競争入札,3,5175000,5531000,5172100,（株）ニチジョー,機械器具その他,0.935
小野柄住宅外壁改修他工事,2023/12/1,事後審査型制限付一般競争入札,15,181000000,181500000,169710100,（株）ヒョウ工務店,建築一般,0.935
三宮駐車場受変電設備更新工事（その２）,2023/3/1,事後審査型制限付一般競争入札,24,49530000,49910000,46688400,黒住電気工事（株）,電気一般,0.935
（仮称）新玉津住宅建設工事,2024/5/17,事後審査型制限付一般競争入札,3,1170000000,1209763000,1132024500,関西建設工業（株）,建築一般,0.936
灘区総合庁舎昇降機設備更新工事,2024/1/31,事後審査型制限付一般競争入札,2,171000000,177700000,166554700,日本オーチス・エレベータ（株）,昇降機,0.937
南落合住宅１７６・１７７号棟外壁改修他工事,2023/3/1,事後審査型制限付一般競争入札,16,242900000,257600000,241251200,溝口建設（株）,建築一般,0.937
西部処理場　２系３・４号最終沈殿池汚泥かき寄せ機機械設備工事,2024/2/7,事後審査型制限付一般競争入札,1,139280000,148344000,139168500,（株）神鋼環境ソリューション,機械器具その他,0.938
春日野小学校校舎改築工事,2023/1/20,一般競争入札,3,2414000000,2467000000,2312853000,ソネック・貝塚特定建設工事共同企業体,建築一般,0.938
（仮称）新北区文化センター建設工事,2024/10/4,一般競争入札,2,3580000000,3712000000,3484688800,鴻池・岡特定建設工事共同企業体,建築一般,0.939
新在家ポンプ場ポンプ設備他更新工事（その２）,2022/11/9,事後審査型制限付一般競争入札,1,345000000,345582000,324348100,（株）鶴見製作所,機械器具その他,0.939
垂水処理場　東系水処理１系ＤＯ計他更新工事,2023/8/4,事後審査型制限付一般競争入札,6,19080000,20268000,19060700,鹿島環境エンジニアリング（株）,電気専門,0.94
垂水処理場　本場２－２最終沈殿池汚泥かき寄せ機機械設備工事,2024/10/4,事後審査型制限付一般競争入札,1,143800000,152722000,143693600,（株）神鋼環境ソリューション,機械器具その他,0.941
湊川ポンプ場　１号雨水ポンプ機械設備工事,2023/1/25,事後審査型制限付一般競争入札,3,328390000,347856000,327626300,（株）酉島製作所,機械器具その他,0.942
東灘処理場　最初沈殿池５号汚泥かき寄せ機機械設備工事,2025/3/7,事後審査型制限付一般競争入札,1,188500000,188801000,178072800,住友重機械エンバイロメント（株）,機械器具その他,0.943
鈴蘭台処理場　オゾン機械設備工事,2022/11/2,事後審査型制限付一般競争入札,1,370000000,372012000,350952400,（株）神鋼環境ソリューション,機械器具その他,0.943
垂水処理場　分場１池初沈汚泥かき寄せ機機械設備工事,2025/2/5,事後審査型制限付一般競争入札,2,175000000,177381000,167467900,住友重機械エンバイロメント（株）,機械器具その他,0.944
マンホールポンプ施設電気設備工事,2023/6/7,事後審査型制限付一般競争入札,9,89880000,94837000,89626900,新電機工業（株）,電気専門,0.945
垂水処理場　本場３・４号送風機電気設備工事,2025/1/29,事後審査型制限付一般競争入札,1,88000000,88197000,83412400,新電機工業（株）,電気専門,0.946
鈴蘭台処理場　オゾン電気設備工事,2022/12/2,事後審査型制限付一般競争入札,3,70106000,71537000,67675000,大栄電機（株）,電気専門,0.946
西部処理場　２号汚泥脱水機電気設備工事,2023/1/25,事後審査型制限付一般競争入札,2,152000000,152297000,144795500,日新電機（株）,電気専門,0.951
東灘処理場１・２号汚水ポンプＶＶＶＦ他更新工事,2022/4/20,事後審査型制限付一般競争入札,2,85900000,86760000,82567600,三菱電機（株）,電気専門,0.952
玉津処理場特高受変電他設備工事,2022/5/20,制限付一般競争入札,1,707000000,707572000,673425000,三菱電機（株）,電気専門,0.952
東灘処理場　調整池揚水流量計更新工事,2024/9/6,事後審査型制限付一般競争入札,5,26272000,27545000,26270000,メタウォーター（株）,電気専門,0.954
玉津処理場　太陽光発電設備改修工事,2023/9/8,事後審査型制限付一般競争入札,14,18615000,19492000,18597500,黒住電気工事（株）,電気一般,0.954
鈴蘭台処理場　中央監視設備工事,2022/9/7,制限付一般競争入札,6,553800000,620580000,592517100,（株）日立製作所,電気専門,0.955
東灘処理場　分場３・４号送風機電気設備工事,2024/12/4,事後審査型制限付一般競争入札,1,244700000,244763000,234222600,三菱電機（株）,電気通信,0.957
玉津処理場　受電室直流電源装置更新工事,2025/2/5,事後審査型制限付一般競争入札,19,46580000,48663000,46553300,メタウォーター（株）,電気専門,0.957
湊川ポンプ場　１号雨水ポンプ電気設備工事,2023/10/13,事後審査型制限付一般競争入札,1,61800000,61841000,59192500,新電機工業（株）,電気専門,0.957
